order_number,line_item,order_date_key,stock_date_key,customer_key,product_key,territory_key,quantity
SO53335,2,20160829,20030617,28714,479,9,2
SO53335,4,20160829,20030526,28714,214,9,1
SO53335,3,20160829,20030708,28714,477,9,1
SO53335,1,20160829,20030726,28714,575,9,1
SO53324,1,20160829,20030524,25324,530,10,2
SO53324,2,20160829,20030504,25324,214,10,1
SO53313,1,20160829,20030518,23676,477,6,2
SO53300,1,20160829,20030715,28862,539,1,2
SO53312,1,20160829,20030507,17336,528,4,2
SO53312,2,20160829,20030706,17336,485,4,1
SO53343,2,20160829,20030505,14733,214,4,1
SO53343,1,20160829,20030807,14733,385,4,1
SO53304,1,20160829,20030720,25855,528,1,2
SO53304,2,20160829,20030527,25855,535,1,2
SO53304,3,20160829,20030511,25855,480,1,1
SO53304,4,20160829,20030626,25855,484,1,1
SO53292,3,20160829,20030516,15018,464,9,2
SO53292,1,20160829,20030524,15018,539,9,2
SO53292,2,20160829,20030508,15018,490,9,1
SO53322,3,20160829,20030624,27787,223,8,3
SO53322,1,20160829,20030614,27787,529,8,2
SO53322,2,20160829,20030626,27787,538,8,2
SO53322,4,20160829,20030604,27787,215,8,1
SO53301,2,20160829,20030717,27059,530,4,2
SO53301,1,20160829,20030605,27059,541,4,2
SO53301,3,20160829,20030709,27059,220,4,1
SO53301,4,20160829,20030723,27059,235,4,1
SO53325,1,20160829,20030512,11193,537,1,1
SO53310,1,20160829,20030506,16841,475,6,1
SO53327,4,20160829,20030713,18974,477,4,2
SO53327,3,20160829,20030703,18974,478,4,2
SO53327,5,20160829,20030503,18974,481,4,2
SO53327,2,20160829,20030728,18974,485,4,1
SO53327,1,20160829,20030627,18974,598,4,1
SO53336,3,20160829,20030710,20151,529,9,2
SO53336,2,20160829,20030527,20151,538,9,2
SO53336,4,20160829,20030515,20151,482,9,1
SO53336,1,20160829,20030726,20151,584,9,1
SO53332,3,20160829,20030521,28114,223,9,2
SO53332,2,20160829,20030804,28114,538,9,2
SO53332,1,20160829,20030614,28114,605,9,1
SO53342,2,20160829,20030503,19429,215,8,1
SO53342,1,20160829,20030526,19429,389,8,1
SO53318,5,20160829,20030613,28411,466,10,2
SO53318,1,20160829,20030813,28411,529,10,2
SO53318,2,20160829,20030814,28411,538,10,2
SO53318,3,20160829,20030814,28411,220,10,1
SO53318,4,20160829,20030518,28411,229,10,1
SO53333,2,20160829,20030618,20156,538,9,1
SO53333,1,20160829,20030503,20156,605,9,1
SO53302,2,20160829,20030709,13708,530,6,2
SO53302,1,20160829,20030625,13708,541,6,2
SO53302,3,20160829,20030729,13708,215,6,1
SO53315,1,20160829,20030703,19913,529,7,2
SO53315,2,20160829,20030721,19913,539,7,2
SO53338,2,20160829,20030719,24436,489,4,1
SO53338,1,20160829,20030629,24436,562,4,1
SO53331,2,20160829,20030515,20418,215,9,1
SO53331,3,20160829,20030713,20418,491,9,1
SO53331,1,20160829,20030608,20418,605,9,1
SO53339,2,20160829,20030516,24526,214,4,1
SO53339,1,20160829,20030604,24526,561,4,1
SO53293,3,20160829,20030711,19627,480,9,2
SO53293,2,20160829,20030807,19627,538,9,2
SO53293,1,20160829,20030708,19627,529,9,1
SO53307,1,20160829,20030509,21783,478,1,3
SO53307,2,20160829,20030604,21783,477,1,2
SO53307,3,20160829,20030516,21783,215,1,1
SO53311,2,20160829,20030507,18348,466,4,2
SO53311,1,20160829,20030504,18348,477,4,1
SO53334,3,20160829,20030524,28217,477,9,2
SO53334,2,20160829,20030615,28217,479,9,2
SO53334,4,20160829,20030613,28217,480,9,2
SO53334,5,20160829,20030809,28217,484,9,2
SO53334,1,20160829,20030801,28217,573,9,1
SO53341,1,20160829,20030523,19530,383,4,1
SO53344,3,20160829,20030602,19343,477,7,2
SO53344,2,20160829,20030806,19343,479,7,2
SO53344,4,20160829,20030501,19343,220,7,1
SO53344,1,20160829,20030613,19343,387,7,1
SO53308,2,20160829,20030609,11802,481,6,2
SO53308,1,20160829,20030516,11802,474,6,1
SO53290,2,20160829,20030524,11429,220,7,1
SO53290,1,20160829,20030715,11429,362,7,1
SO53305,3,20160829,20030719,19220,480,6,2
SO53305,1,20160829,20030810,19220,529,6,2
SO53305,2,20160829,20030522,19220,540,6,1
SO53298,1,20160829,20030626,19796,477,9,2
SO53298,2,20160829,20030710,19796,479,9,2
SO53320,3,20160829,20030707,27782,223,10,2
SO53320,1,20160829,20030629,27782,529,10,2
SO53320,2,20160829,20030704,27782,214,10,1
SO53321,4,20160829,20030716,22625,223,7,2
SO53321,2,20160829,20030506,22625,530,7,2
SO53321,1,20160829,20030806,22625,541,7,2
SO53321,3,20160829,20030610,22625,220,7,1
SO53291,3,20160829,20030608,12738,478,8,2
SO53291,2,20160829,20030622,12738,485,8,2
SO53291,5,20160829,20030508,12738,215,8,1
SO53291,1,20160829,20030628,12738,362,8,1
SO53291,4,20160829,20030801,12738,477,8,1
SO53306,1,20160829,20030502,23402,536,1,2
SO53317,2,20160829,20030718,17814,528,10,2
SO53317,1,20160829,20030520,17814,535,10,2
SO53316,5,20160829,20030501,24551,466,7,3
SO53316,1,20160829,20030814,24551,529,7,3
SO53316,2,20160829,20030506,24551,539,7,2
SO53316,3,20160829,20030618,24551,215,7,1
SO53316,4,20160829,20030513,24551,489,7,1
SO53314,1,20160829,20030630,19817,528,6,2
SO53314,2,20160829,20030813,19817,215,6,1
SO53309,2,20160829,20030504,18223,215,1,1
SO53309,1,20160829,20030719,18223,477,1,1
SO53294,2,20160829,20030617,14309,464,9,2
SO53294,1,20160829,20030809,14309,229,9,1
SO53329,2,20160829,20030707,26884,223,8,1
SO53329,3,20160829,20030809,26884,226,8,1
SO53329,1,20160829,20030726,26884,579,8,1
SO53289,3,20160829,20030719,18248,479,9,3
SO53289,2,20160829,20030626,18248,477,9,2
SO53289,1,20160829,20030518,18248,375,9,1
SO53289,4,20160829,20030529,18248,480,9,1
SO53337,3,20160829,20030703,11944,477,9,2
SO53337,2,20160829,20030621,11944,478,9,2
SO53337,4,20160829,20030513,11944,487,9,1
SO53337,1,20160829,20030727,11944,596,9,1
SO53328,4,20160829,20030704,13889,223,1,3
SO53328,2,20160829,20030508,13889,476,1,1
SO53328,3,20160829,20030624,13889,491,1,1
SO53328,1,20160829,20030606,13889,588,1,1
SO53295,2,20160829,20030623,13002,223,9,2
SO53295,1,20160829,20030806,13002,486,9,1
SO53303,2,20160829,20030524,23580,528,4,2
SO53303,1,20160829,20030513,23580,536,4,2
SO53303,3,20160829,20030609,23580,214,4,1
SO53299,1,20160829,20030611,11087,529,4,2
SO53299,2,20160829,20030602,11087,486,4,1
SO53297,3,20160829,20030513,20848,464,10,2
SO53297,2,20160829,20030725,20848,226,10,1
SO53297,1,20160829,20030627,20848,580,10,1
SO53296,2,20160829,20030718,16697,462,9,1
SO53296,1,20160829,20030528,16697,540,9,1
SO53357,1,20160830,20030622,14227,232,9,1
SO53366,1,20160830,20030528,15494,536,6,3
SO53365,2,20160830,20030811,23188,528,1,2
SO53365,1,20160830,20030626,23188,536,1,2
SO53365,3,20160830,20030526,23188,220,1,1
SO53365,4,20160830,20030714,23188,229,1,1
SO53393,3,20160830,20030710,29165,479,6,3
SO53393,2,20160830,20030806,29165,477,6,2
SO53393,4,20160830,20030628,29165,223,6,1
SO53393,1,20160830,20030515,29165,563,6,1
SO53395,2,20160830,20030603,19406,479,1,2
SO53395,1,20160830,20030502,19406,383,1,1
SO53395,3,20160830,20030713,19406,477,1,1
SO53395,4,20160830,20030625,19406,490,1,1
SO53378,1,20160830,20030731,18152,485,7,3
SO53378,2,20160830,20030616,18152,487,7,1
SO53386,4,20160830,20030705,12165,482,6,2
SO53386,3,20160830,20030704,12165,485,6,2
SO53386,1,20160830,20030604,12165,528,6,2
SO53386,2,20160830,20030601,12165,537,6,1
SO53348,2,20160830,20030514,18284,484,9,2
SO53348,1,20160830,20030516,18284,377,9,1
SO53371,3,20160830,20030809,17570,223,1,2
SO53371,1,20160830,20030616,17570,477,1,2
SO53371,2,20160830,20030531,17570,487,1,1
SO53345,1,20160830,20030611,13520,377,9,1
SO53345,3,20160830,20030518,13520,529,9,1
SO53345,2,20160830,20030615,13520,540,9,1
SO53379,1,20160830,20030516,23639,528,10,2
SO53379,2,20160830,20030704,23639,536,10,2
SO53379,3,20160830,20030525,23639,215,10,1
SO53372,1,20160830,20030724,11711,477,6,2
SO53396,2,20160830,20030628,27126,220,7,1
SO53396,1,20160830,20030702,27126,387,7,1
SO53346,2,20160830,20030502,18485,223,9,2
SO53346,1,20160830,20030808,18485,375,9,1
SO53346,3,20160830,20030710,18485,540,9,1
SO53356,3,20160830,20030801,15806,480,9,2
SO53356,2,20160830,20030618,15806,529,9,2
SO53356,1,20160830,20030608,15806,540,9,1
SO53350,2,20160830,20030803,11379,485,7,3
SO53350,3,20160830,20030520,11379,220,7,1
SO53350,1,20160830,20030530,11379,354,7,1
SO53349,3,20160830,20030721,18297,223,9,2
SO53349,2,20160830,20030716,18297,215,9,1
SO53349,1,20160830,20030615,18297,379,9,1
SO53349,4,20160830,20030701,18297,488,9,1
SO53352,2,20160830,20030608,18287,528,9,2
SO53352,1,20160830,20030705,18287,536,9,2
SO53352,3,20160830,20030802,18287,480,9,1
SO53385,4,20160830,20030527,11287,482,6,2
SO53385,1,20160830,20030716,11287,528,6,2
SO53385,3,20160830,20030527,11287,220,6,1
SO53385,2,20160830,20030601,11287,537,6,1
SO53351,1,20160830,20030527,12168,484,1,2
SO53375,1,20160830,20030712,13933,485,4,2
SO53375,2,20160830,20030727,13933,215,4,1
SO53394,2,20160830,20030524,16224,477,4,2
SO53394,3,20160830,20030803,16224,479,4,2
SO53394,4,20160830,20030524,16224,480,4,2
SO53394,1,20160830,20030713,16224,605,4,1
SO53387,1,20160830,20030603,13320,485,4,2
SO53359,1,20160830,20030605,11200,529,6,3
SO53359,2,20160830,20030710,11200,488,6,1
SO53374,2,20160830,20030703,19726,485,6,3
SO53374,1,20160830,20030509,19726,528,6,3
SO53381,1,20160830,20030814,16440,529,7,2
SO53381,2,20160830,20030725,16440,539,7,2
SO53347,2,20160830,20030617,18260,477,9,2
SO53347,3,20160830,20030722,18260,479,9,2
SO53347,1,20160830,20030811,18260,373,9,1
SO53361,3,20160830,20030520,29347,481,4,2
SO53361,1,20160830,20030608,29347,529,4,2
SO53361,2,20160830,20030507,29347,214,4,1
SO53373,1,20160830,20030618,29209,528,6,2
SO53373,2,20160830,20030509,29209,215,6,1
SO53382,1,20160830,20030517,20591,528,8,2
SO53382,2,20160830,20030516,20591,536,8,2
SO53382,3,20160830,20030512,20591,220,8,1
SO53358,4,20160830,20030719,17080,480,7,2
SO53358,3,20160830,20030527,17080,529,7,2
SO53358,2,20160830,20030712,17080,539,7,2
SO53358,1,20160830,20030605,17080,580,7,1
SO53363,2,20160830,20030809,27561,529,4,3
SO53363,4,20160830,20030520,27561,464,4,2
SO53363,1,20160830,20030721,27561,538,4,2
SO53363,3,20160830,20030713,27561,215,4,1
SO53384,2,20160830,20030503,28753,480,10,2
SO53384,1,20160830,20030809,28753,538,10,2
SO53367,1,20160830,20030605,23299,536,1,2
SO53391,2,20160830,20030729,24275,214,4,1
SO53391,3,20160830,20030504,24275,491,4,1
SO53391,1,20160830,20030714,24275,570,4,1
SO53362,1,20160830,20030615,12057,235,1,1
SO53388,3,20160830,20030514,16879,480,1,3
SO53388,2,20160830,20030712,16879,539,1,2
SO53388,1,20160830,20030614,16879,583,1,1
SO53370,3,20160830,20030610,17569,466,1,2
SO53370,1,20160830,20030815,17569,477,1,2
SO53370,2,20160830,20030504,17569,215,1,1
SO53376,2,20160830,20030813,12840,214,10,1
SO53376,1,20160830,20030511,12840,528,10,1
SO53377,1,20160830,20030617,15686,540,10,1
SO53383,1,20160830,20030810,17785,530,10,2
SO53383,2,20160830,20030518,17785,214,10,1
SO53380,1,20160830,20030610,14836,223,10,2
SO53380,2,20160830,20030803,14836,474,10,1
SO53364,3,20160830,20030802,28791,480,1,2
SO53364,2,20160830,20030526,28791,529,1,2
SO53364,1,20160830,20030627,28791,539,1,2
SO53355,1,20160830,20030521,22065,474,9,1
SO53369,2,20160830,20030603,19860,223,1,1
SO53369,1,20160830,20030526,19860,475,1,1
SO53369,3,20160830,20030509,19860,488,1,1
SO53389,4,20160830,20030624,13855,464,4,2
SO53389,3,20160830,20030715,13855,226,4,1
SO53389,2,20160830,20030519,13855,476,4,1
SO53389,1,20160830,20030807,13855,588,4,1
SO53397,3,20160830,20030518,25703,477,10,2
SO53397,2,20160830,20030506,25703,479,10,2
SO53397,4,20160830,20030722,25703,490,10,1
SO53397,1,20160830,20030727,25703,605,10,1
SO53354,1,20160830,20030618,20316,477,9,2
SO53354,2,20160830,20030715,20316,215,9,1
SO53392,1,20160830,20030602,11461,358,9,1
SO53390,1,20160830,20030716,24344,223,6,2
SO53390,2,20160830,20030511,24344,586,6,1
SO53360,1,20160830,20030613,13092,483,4,1
SO53368,2,20160830,20030715,21443,477,1,2
SO53368,1,20160830,20030525,21443,478,1,2
SO53368,3,20160830,20030718,21443,220,1,1
SO53437,3,20160831,20030722,13877,223,4,2
SO53437,2,20160831,20030716,13877,476,4,1
SO53437,1,20160831,20030703,13877,590,4,1
SO53404,2,20160831,20030620,14126,529,9,2
SO53404,1,20160831,20030615,14126,539,9,2
SO53404,3,20160831,20030619,14126,214,9,1
SO53399,2,20160831,20030608,11343,214,10,1
SO53399,3,20160831,20030725,11343,232,10,1
SO53399,1,20160831,20030712,11343,362,10,1
SO53436,2,20160831,20030726,15570,485,4,2
SO53436,1,20160831,20030623,15570,597,4,1
SO53446,2,20160831,20030705,21610,223,4,2
SO53446,1,20160831,20030806,21610,606,4,1
SO53400,1,20160831,20030815,11973,477,1,3
SO53400,2,20160831,20030806,11973,479,1,1
SO53442,2,20160831,20030519,15790,485,9,2
SO53442,3,20160831,20030712,15790,215,9,1
SO53442,1,20160831,20030505,15790,596,9,1
SO53434,2,20160831,20030523,14266,215,1,1
SO53434,1,20160831,20030614,14266,485,1,1
SO53440,1,20160831,20030603,20416,606,9,1
SO53441,2,20160831,20030729,27746,529,9,2
SO53441,3,20160831,20030721,27746,538,9,2
SO53441,4,20160831,20030513,27746,472,9,1
SO53441,1,20160831,20030606,27746,606,9,1
SO53412,1,20160831,20030809,17350,214,9,1
SO53431,1,20160831,20030723,19348,538,10,2
SO53401,1,20160831,20030809,11879,484,1,2
SO53420,1,20160831,20030510,25256,477,6,2
SO53420,3,20160831,20030527,25256,484,6,2
SO53420,2,20160831,20030514,25256,487,6,1
SO53425,2,20160831,20030511,15275,482,4,2
SO53425,1,20160831,20030601,15275,528,4,1
SO53413,2,20160831,20030805,26399,529,8,2
SO53413,1,20160831,20030520,26399,377,8,1
SO53413,4,20160831,20030807,26399,472,8,1
SO53413,3,20160831,20030606,26399,540,8,1
SO53417,1,20160831,20030806,23274,478,1,3
SO53417,2,20160831,20030621,23274,477,1,2
SO53417,3,20160831,20030616,23274,214,1,1
SO53407,1,20160831,20030618,24594,528,9,2
SO53407,2,20160831,20030530,24594,214,9,1
SO53438,2,20160831,20030503,12069,485,4,2
SO53438,1,20160831,20030708,12069,362,4,1
SO53438,3,20160831,20030521,12069,480,4,1
SO53445,2,20160831,20030704,24527,220,4,1
SO53445,1,20160831,20030617,24527,575,4,1
SO53405,2,20160831,20030618,18256,529,9,2
SO53405,1,20160831,20030618,18256,539,9,2
SO53405,3,20160831,20030712,18256,214,9,1
SO53443,2,20160831,20030619,16103,235,6,1
SO53443,1,20160831,20030505,16103,586,6,1
SO53422,2,20160831,20030715,15940,480,1,2
SO53422,1,20160831,20030801,15940,528,1,2
SO53408,2,20160831,20030611,22213,485,9,3
SO53408,3,20160831,20030719,22213,480,9,2
SO53408,1,20160831,20030717,22213,537,9,1
SO53414,2,20160831,20030807,11262,229,6,1
SO53414,1,20160831,20030810,11262,539,6,1
SO53432,2,20160831,20030810,24713,480,7,2
SO53432,1,20160831,20030523,24713,530,7,2
SO53449,2,20160831,20030525,14207,220,8,1
SO53449,1,20160831,20030621,14207,575,8,1
SO53416,4,20160831,20030717,23577,464,1,2
SO53416,1,20160831,20030528,23577,528,1,2
SO53416,2,20160831,20030719,23577,536,1,2
SO53416,3,20160831,20030722,23577,215,1,1
SO53444,3,20160831,20030505,26322,214,1,1
SO53444,2,20160831,20030514,26322,473,1,1
SO53444,1,20160831,20030512,26322,568,1,1
SO53423,1,20160831,20030802,29230,477,6,3
SO53415,3,20160831,20030525,27565,484,4,3
SO53415,2,20160831,20030712,27565,529,4,2
SO53415,1,20160831,20030720,27565,538,4,1
SO53406,1,20160831,20030630,21962,537,9,1
SO53433,1,20160831,20030814,12723,477,7,2
SO53433,2,20160831,20030731,12723,478,7,2
SO53433,3,20160831,20030504,12723,489,7,1
SO53448,2,20160831,20030802,13255,479,8,3
SO53448,4,20160831,20030614,13255,215,8,1
SO53448,3,20160831,20030816,13255,477,8,1
SO53448,1,20160831,20030618,13255,584,8,1
SO53410,2,20160831,20030526,11752,477,9,2
SO53410,1,20160831,20030622,11752,478,9,2
SO53410,4,20160831,20030520,11752,223,9,1
SO53410,3,20160831,20030615,11752,488,9,1
SO53426,3,20160831,20030816,20104,477,6,2
SO53426,2,20160831,20030613,20104,478,6,2
SO53426,4,20160831,20030607,20104,480,6,2
SO53426,1,20160831,20030714,20104,485,6,2
SO53435,1,20160831,20030730,16811,580,1,1
SO53409,3,20160831,20030515,15606,223,9,2
SO53409,2,20160831,20030609,15606,477,9,2
SO53409,1,20160831,20030608,15606,478,9,2
SO53409,4,20160831,20030720,15606,489,9,1
SO53419,1,20160831,20030813,16243,474,6,1
SO53398,1,20160831,20030606,23413,389,9,1
SO53398,2,20160831,20030731,23413,488,9,1
SO53402,1,20160831,20030812,11985,226,1,1
SO53411,2,20160831,20030702,25026,480,9,2
SO53411,1,20160831,20030708,25026,529,9,2
SO53421,1,20160831,20030809,18760,477,4,2
SO53421,2,20160831,20030814,18760,235,4,1
SO53403,3,20160831,20030518,14061,480,9,3
SO53403,1,20160831,20030601,14061,528,9,2
SO53403,2,20160831,20030814,14061,535,9,2
SO53429,1,20160831,20030810,25783,477,10,2
SO53424,2,20160831,20030803,22019,480,6,2
SO53424,1,20160831,20030721,22019,528,6,2
SO53418,1,20160831,20030706,15874,474,6,1
SO53427,3,20160831,20030706,17992,480,8,3
SO53427,1,20160831,20030518,17992,529,8,2
SO53427,2,20160831,20030626,17992,539,8,2
SO53447,3,20160831,20030620,19396,477,1,2
SO53447,2,20160831,20030531,19396,479,1,2
SO53447,4,20160831,20030513,19396,215,1,1
SO53447,1,20160831,20030510,19396,387,1,1
SO53430,2,20160831,20030809,16395,529,7,2
SO53430,1,20160831,20030707,16395,539,7,2
SO53430,3,20160831,20030815,16395,220,7,1
SO53439,2,20160831,20030808,14010,214,9,1
SO53439,3,20160831,20030708,14010,490,9,1
SO53439,1,20160831,20030806,14010,583,9,1
SO53428,2,20160831,20030514,18022,529,8,2
SO53428,1,20160831,20030727,18022,539,8,2
SO53428,3,20160831,20030710,18022,215,8,1
SO53643,2,20160901,20030807,16746,462,1,2
SO53643,1,20160901,20030723,16746,477,1,2
SO53643,3,20160901,20030713,16746,220,1,1
SO53660,2,20160901,20030530,19724,214,1,1
SO53660,1,20160901,20030519,19724,385,1,1
SO53647,1,20160901,20030627,11377,530,8,2
SO53647,2,20160901,20030811,11377,541,8,2
SO53647,3,20160901,20030803,11377,232,8,1
SO53658,1,20160901,20030602,21747,605,4,1
SO53651,3,20160901,20030610,12102,484,4,2
SO53651,2,20160901,20030714,12102,485,4,2
SO53651,1,20160901,20030802,12102,358,4,1
SO53636,2,20160901,20030529,23354,528,4,3
SO53636,1,20160901,20030525,23354,536,4,2
SO53636,3,20160901,20030808,23354,215,4,1
SO53640,1,20160901,20030605,20497,476,4,1
SO53634,2,20160901,20030516,16964,529,6,2
SO53634,3,20160901,20030625,16964,214,6,1
SO53634,1,20160901,20030728,16964,540,6,1
SO53628,1,20160901,20030717,11605,358,8,1
SO53644,1,20160901,20030629,28080,528,6,2
SO53644,2,20160901,20030803,28080,215,6,1
SO53633,2,20160901,20030630,23473,528,1,2
SO53633,1,20160901,20030524,23473,536,1,2
SO53633,3,20160901,20030714,23473,214,1,1
SO53633,5,20160901,20030814,23473,223,1,1
SO53633,4,20160901,20030512,23473,490,1,1
SO53646,2,20160901,20030810,28877,481,10,2
SO53646,1,20160901,20030616,28877,529,10,2
SO53630,2,20160901,20030523,28267,466,4,2
SO53630,1,20160901,20030617,28267,530,4,2
SO53630,3,20160901,20030811,28267,214,4,1
SO53635,1,20160901,20030623,17026,535,6,2
SO53635,3,20160901,20030705,17026,220,6,1
SO53635,2,20160901,20030725,17026,528,6,1
SO53652,2,20160901,20030630,27801,215,8,1
SO53652,1,20160901,20030718,27801,567,8,1
SO53642,1,20160901,20030628,16381,477,1,2
SO53659,2,20160901,20030808,14734,215,1,1
SO53659,1,20160901,20030525,14734,387,1,1
SO53650,3,20160901,20030803,20666,477,4,2
SO53650,2,20160901,20030812,20666,479,4,2
SO53650,1,20160901,20030509,20666,581,4,1
SO53654,1,20160901,20030729,18723,580,9,1
SO53648,1,20160901,20030617,15671,530,10,2
SO53648,2,20160901,20030611,15671,480,10,1
SO53639,3,20160901,20030625,19747,466,4,1
SO53639,1,20160901,20030723,19747,476,4,1
SO53639,2,20160901,20030620,19747,489,4,1
SO53637,2,20160901,20030811,21445,477,1,2
SO53637,1,20160901,20030504,21445,478,1,2
SO53637,3,20160901,20030804,21445,215,1,1
SO53637,4,20160901,20030518,21445,471,1,1
SO53661,2,20160901,20030604,25681,477,8,3
SO53661,3,20160901,20030713,25681,479,8,2
SO53661,1,20160901,20030620,25681,576,8,1
SO53631,3,20160901,20030726,12107,480,6,2
SO53631,2,20160901,20030705,12107,528,6,2
SO53631,1,20160901,20030806,12107,535,6,2
SO53627,1,20160901,20030513,16626,529,9,2
SO53627,2,20160901,20030626,16626,540,9,1
SO53629,1,20160901,20030720,11218,480,1,2
SO53645,2,20160901,20030808,26365,223,7,1
SO53645,1,20160901,20030813,26365,489,7,1
SO53653,3,20160901,20030628,18692,477,9,2
SO53653,2,20160901,20030706,18692,479,9,2
SO53653,1,20160901,20030815,18692,379,9,1
SO53655,2,20160901,20030801,20812,479,9,3
SO53655,1,20160901,20030518,20812,604,9,1
SO53656,1,20160901,20030713,11908,354,9,1
SO53657,2,20160901,20030718,25148,214,4,1
SO53657,1,20160901,20030705,25148,577,4,1
SO53632,2,20160901,20030620,11331,529,6,3
SO53632,4,20160901,20030510,11331,484,6,2
SO53632,3,20160901,20030711,11331,487,6,1
SO53632,1,20160901,20030509,11331,540,6,1
SO53649,1,20160901,20030615,13363,485,1,2
SO53649,2,20160901,20030608,13363,235,1,1
SO53641,3,20160901,20030627,18816,462,1,2
SO53641,1,20160901,20030611,18816,474,1,1
SO53641,2,20160901,20030506,18816,488,1,1
SO53638,2,20160901,20030815,19728,232,1,1
SO53638,1,20160901,20030530,19728,476,1,1
SO53717,3,20160902,20030604,21756,477,4,3
SO53717,2,20160902,20030528,21756,479,4,3
SO53717,1,20160902,20030728,21756,604,4,1
SO53713,3,20160902,20030524,11894,528,9,3
SO53713,4,20160902,20030805,11894,220,9,1
SO53713,1,20160902,20030703,11894,354,9,1
SO53713,2,20160902,20030505,11894,537,9,1
SO53686,1,20160902,20030608,14632,478,6,2
SO53677,3,20160902,20030720,19503,477,7,2
SO53677,2,20160902,20030601,19503,478,7,2
SO53677,4,20160902,20030806,19503,489,7,1
SO53677,1,20160902,20030505,19503,599,7,1
SO53671,2,20160902,20030811,21563,528,9,2
SO53671,1,20160902,20030629,21563,537,9,1
SO53716,2,20160902,20030725,22346,220,4,1
SO53716,1,20160902,20030716,22346,604,4,1
SO53673,1,20160902,20030510,27364,223,9,2
SO53673,2,20160902,20030601,27364,476,9,1
SO53676,1,20160902,20030713,15688,582,7,1
SO53699,3,20160902,20030622,26909,223,7,2
SO53699,1,20160902,20030728,26909,530,7,2
SO53699,2,20160902,20030505,26909,541,7,2
SO53699,4,20160902,20030520,26909,214,7,1
SO53691,1,20160902,20030506,13302,485,4,2
SO53691,2,20160902,20030706,13302,214,4,1
SO53675,3,20160902,20030708,18325,480,9,2
SO53675,1,20160902,20030527,18325,529,9,2
SO53675,2,20160902,20030622,18325,540,9,1
SO53665,3,20160902,20030719,24537,477,10,2
SO53665,1,20160902,20030526,24537,371,10,1
SO53665,2,20160902,20030614,24537,479,10,1
SO53665,4,20160902,20030521,24537,489,10,1
SO53692,2,20160902,20030613,12505,529,10,2
SO53692,1,20160902,20030815,12505,540,10,1
SO53689,1,20160902,20030722,20694,528,6,3
SO53689,2,20160902,20030511,20694,485,6,2
SO53689,3,20160902,20030722,20694,483,6,1
SO53684,1,20160902,20030718,11142,528,6,2
SO53684,2,20160902,20030805,11142,536,6,2
SO53684,3,20160902,20030703,11142,214,6,1
SO53701,1,20160902,20030720,11864,528,1,2
SO53701,2,20160902,20030810,11864,537,1,1
SO53719,2,20160902,20030611,22481,462,8,2
SO53719,1,20160902,20030715,22481,605,8,1
SO53711,2,20160902,20030529,16654,223,6,2
SO53711,1,20160902,20030722,16654,586,6,1
SO53681,1,20160902,20030722,27036,530,1,2
SO53681,2,20160902,20030721,27036,480,1,1
SO53703,1,20160902,20030601,16771,485,6,2
SO53702,1,20160902,20030803,14736,485,1,2
SO53702,2,20160902,20030528,14736,471,1,1
SO53670,1,20160902,20030709,18211,485,9,2
SO53670,2,20160902,20030811,18211,215,9,1
SO53698,1,20160902,20030616,18624,536,7,2
SO53680,2,20160902,20030803,13766,232,7,1
SO53680,1,20160902,20030629,13766,589,7,1
SO53663,3,20160902,20030725,12291,477,8,2
SO53663,2,20160902,20030626,12291,478,8,2
SO53663,6,20160902,20030629,12291,481,8,2
SO53663,4,20160902,20030508,12291,214,8,1
SO53663,5,20160902,20030616,12291,235,8,1
SO53663,1,20160902,20030621,12291,356,8,1
SO53682,1,20160902,20030510,11253,529,6,2
SO53682,2,20160902,20030523,11253,539,6,2
SO53682,3,20160902,20030710,11253,215,6,1
SO53714,2,20160902,20030507,16360,479,1,2
SO53714,3,20160902,20030801,16360,477,1,1
SO53714,1,20160902,20030724,16360,604,1,1
SO53715,4,20160902,20030807,21810,223,4,2
SO53715,2,20160902,20030810,21810,479,4,2
SO53715,3,20160902,20030725,21810,477,4,1
SO53715,1,20160902,20030702,21810,604,4,1
SO53693,1,20160902,20030529,22317,223,8,3
SO53693,2,20160902,20030505,22317,477,8,2
SO53683,2,20160902,20030722,13756,530,6,3
SO53683,3,20160902,20030817,13756,466,6,2
SO53683,1,20160902,20030628,13756,541,6,2
SO53685,4,20160902,20030818,22743,223,1,3
SO53685,3,20160902,20030601,22743,485,1,2
SO53685,1,20160902,20030703,22743,528,1,2
SO53685,2,20160902,20030630,22743,536,1,2
SO53704,1,20160902,20030715,16096,485,6,3
SO53704,3,20160902,20030630,16096,482,6,2
SO53704,2,20160902,20030508,16096,232,6,1
SO53662,2,20160902,20030511,23416,220,9,1
SO53662,1,20160902,20030511,23416,385,9,1
SO53687,1,20160902,20030712,18812,474,6,1
SO53710,1,20160902,20030530,18735,377,9,1
SO53712,2,20160902,20030622,11462,480,9,2
SO53712,1,20160902,20030624,11462,354,9,1
SO53705,3,20160902,20030707,16897,223,4,2
SO53705,2,20160902,20030728,16897,490,4,1
SO53705,1,20160902,20030614,16897,580,4,1
SO53667,2,20160902,20030520,11071,480,9,3
SO53667,1,20160902,20030726,11071,535,9,2
SO53718,3,20160902,20030513,19683,223,1,3
SO53718,4,20160902,20030612,19683,477,1,2
SO53718,2,20160902,20030514,19683,479,1,2
SO53718,1,20160902,20030526,19683,383,1,1
